year,obs.hours,species,spcode,count,habitat types,diet index,mass kg,northern latitude,generation time,popest,diet spec,human tolerance,migration,habitat spec,DDT susc,forest dependence,mass g
1978,664,GOEA,6,28,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
1978,664,MERL,7,16,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
1978,664,NOGO,8,58,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
1978,664,NOHA,9,183,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
1978,664,OSPR,10,380,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
1978,664,PEFA,11,9,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
1978,664,RLHA,12,7,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
1978,664,RSHA,13,163,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
1978,664,RTHA,14,2852,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
1978,664,SSHA,15,6826,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
1979,752,AMKE,1,544,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
1979,752,BAEA,2,16,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
1979,752,BWHA,4,11173,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
1979,752,COHA,5,336,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
1979,752,GOEA,6,33,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
1979,752,MERL,7,52,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
1979,752,NOGO,8,68,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
1979,752,NOHA,9,235,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
1979,752,OSPR,10,443,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
1979,752,PEFA,11,14,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
1979,752,RLHA,12,14,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
1979,752,RSHA,13,234,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
1979,752,RTHA,14,4175,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
1979,752,SSHA,15,10306,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
1980,878,AMKE,1,529,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
1980,878,BAEA,2,22,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
1980,878,BWHA,4,10141,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
1980,878,COHA,5,374,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
1980,878,GOEA,6,63,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
1980,878,MERL,7,29,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
1980,878,NOGO,8,83,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
1980,878,NOHA,9,475,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
1980,878,OSPR,10,364,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
1980,878,PEFA,11,9,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
1980,878,RLHA,12,23,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
1980,878,RSHA,13,349,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
1980,878,RTHA,14,5715,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
1980,878,SSHA,15,8319,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
1981,814,AMKE,1,708,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
1981,814,BAEA,2,28,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
1981,814,BWHA,4,8660,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
1981,814,COHA,5,756,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
1981,814,GOEA,6,52,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
1981,814,MERL,7,47,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
1981,814,NOGO,8,138,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
1981,814,NOHA,9,280,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
1981,814,OSPR,10,538,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
1981,814,PEFA,11,20,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
1981,814,RLHA,12,18,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
1981,814,RSHA,13,250,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
1981,814,RTHA,14,3939,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
1981,814,SSHA,15,9464,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
1982,875,AMKE,1,400,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
1982,875,BAEA,2,33,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
1982,875,BWHA,4,7163,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
1982,875,COHA,5,302,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
1982,875,GOEA,6,53,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
1982,875,MERL,7,20,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
1982,875,NOGO,8,140,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
1982,875,NOHA,9,293,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
1982,875,OSPR,10,433,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
1982,875,PEFA,11,6,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
1982,875,RLHA,12,17,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
1982,875,RSHA,13,320,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
1982,875,RTHA,14,5025,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
1982,875,SSHA,15,4541,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
1983,912,AMKE,1,461,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
1983,912,BAEA,2,24,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
1983,912,BWHA,4,6922,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
1983,912,COHA,5,352,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
1983,912,GOEA,6,56,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
1983,912,MERL,7,21,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
1983,912,NOGO,8,129,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
1983,912,NOHA,9,318,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
1983,912,OSPR,10,454,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
1983,912,PEFA,11,8,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
1983,912,RLHA,12,14,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
1983,912,RSHA,13,451,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
1983,912,RTHA,14,3954,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
1983,912,SSHA,15,6517,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
1984,941,AMKE,1,331,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
1984,941,BAEA,2,41,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
1984,941,BWHA,4,13619,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
1984,941,COHA,5,171,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
1984,941,GOEA,6,36,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
1984,941,MERL,7,21,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
1984,941,NOGO,8,59,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
1984,941,NOHA,9,317,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
1984,941,OSPR,10,579,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
1984,941,PEFA,11,8,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
1984,941,RLHA,12,5,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
1984,941,RSHA,13,208,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
1984,941,RTHA,14,3157,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
1984,941,SSHA,15,3796,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
1985,802,AMKE,1,383,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
1985,802,BAEA,2,37,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
1985,802,BWHA,4,3415,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
1985,802,COHA,5,291,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
1985,802,GOEA,6,58,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
1985,802,MERL,7,36,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
1985,802,NOGO,8,50,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
1985,802,NOHA,9,368,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
1985,802,OSPR,10,405,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
1985,802,PEFA,11,12,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
1985,802,RLHA,12,12,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
1985,802,RSHA,13,203,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
1985,802,RTHA,14,2895,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
1985,802,SSHA,15,5766,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
1986,822,AMKE,1,455,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
1986,822,BAEA,2,56,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
1986,822,BLVU,3,28,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
1986,822,BWHA,4,13996,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
1986,822,COHA,5,569,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
1986,822,GOEA,6,43,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
1986,822,MERL,7,78,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
1986,822,NOGO,8,106,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
1986,822,NOHA,9,304,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
1986,822,OSPR,10,798,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
1986,822,PEFA,11,25,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
1986,822,RLHA,12,11,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
1986,822,RSHA,13,175,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
1986,822,RTHA,14,3305,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
1986,822,SSHA,15,9239,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
1986,822,TUVU,16,24,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
1987,910,AMKE,1,576,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
1987,910,BAEA,2,65,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
1987,910,BLVU,3,30,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
1987,910,BWHA,4,8409,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
1987,910,COHA,5,590,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
1987,910,GOEA,6,98,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
1987,910,MERL,7,51,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
1987,910,NOGO,8,57,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
1987,910,NOHA,9,356,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
1987,910,OSPR,10,669,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
1987,910,PEFA,11,31,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
1987,910,RLHA,12,22,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
1987,910,RSHA,13,351,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
1987,910,RTHA,14,4215,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
1987,910,SSHA,15,6776,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
1987,910,TUVU,16,70,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
1988,969,AMKE,1,634,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
1988,969,BAEA,2,57,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
1988,969,BLVU,3,16,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
1988,969,BWHA,4,5944,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
1988,969,COHA,5,459,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
1988,969,GOEA,6,66,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
1988,969,MERL,7,49,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
1988,969,NOGO,8,50,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
1988,969,NOHA,9,306,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
1988,969,OSPR,10,609,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
1988,969,PEFA,11,15,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
1988,969,RLHA,12,14,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
1988,969,RSHA,13,365,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
1988,969,RTHA,14,4687,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
1988,969,SSHA,15,6714,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
1988,969,TUVU,16,51,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
1989,921,AMKE,1,839,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
1989,921,BAEA,2,62,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
1989,921,BLVU,3,53,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
1989,921,BWHA,4,7504,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
1989,921,COHA,5,786,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
1989,921,GOEA,6,45,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
1989,921,MERL,7,157,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
1989,921,NOGO,8,27,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
1989,921,NOHA,9,401,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
1989,921,OSPR,10,758,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
1989,921,PEFA,11,51,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
1989,921,RLHA,12,12,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
1989,921,RSHA,13,260,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
1989,921,RTHA,14,3710,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
1989,921,SSHA,15,9832,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
1989,921,TUVU,16,203,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
1990,965,AMKE,1,726,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
1990,965,BAEA,2,76,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
1990,965,BLVU,3,28,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
1990,965,BWHA,4,4656,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
1990,965,COHA,5,642,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
1990,965,GOEA,6,77,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
1990,965,MERL,7,144,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
1990,965,NOGO,8,88,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
1990,965,NOHA,9,318,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
1990,965,OSPR,10,872,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
1990,965,PEFA,11,48,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
1990,965,RLHA,12,21,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
1990,965,RSHA,13,328,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
1990,965,RTHA,14,3785,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
1990,965,SSHA,15,8127,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
1990,965,TUVU,16,149,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
1991,992,AMKE,1,632,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
1991,992,BAEA,2,70,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
1991,992,BLVU,3,43,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
1991,992,BWHA,4,5858,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
1991,992,COHA,5,578,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
1991,992,GOEA,6,58,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
1991,992,MERL,7,90,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
1991,992,NOGO,8,54,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
1991,992,NOHA,9,197,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
1991,992,OSPR,10,606,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
1991,992,PEFA,11,44,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
1991,992,RLHA,12,9,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
1991,992,RSHA,13,168,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
1991,992,RTHA,14,2970,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
1991,992,SSHA,15,5678,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
1991,992,TUVU,16,173,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
1992,957,AMKE,1,546,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
1992,957,BAEA,2,91,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
1992,957,BLVU,3,21,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
1992,957,BWHA,4,10661,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
1992,957,COHA,5,663,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
1992,957,GOEA,6,56,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
1992,957,MERL,7,73,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
1992,957,NOGO,8,43,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
1992,957,NOHA,9,162,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
1992,957,OSPR,10,531,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
1992,957,PEFA,11,41,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
1992,957,RLHA,12,4,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
1992,957,RSHA,13,243,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
1992,957,RTHA,14,3288,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
1992,957,SSHA,15,4629,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
1992,957,TUVU,16,84,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
1993,986,AMKE,1,646,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
1993,986,BAEA,2,81,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
1993,986,BLVU,3,50,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
1993,986,BWHA,4,3592,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
1993,986,COHA,5,562,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
1993,986,GOEA,6,70,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
1993,986,MERL,7,80,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
